
119.0,215,舞风,15,20
,216,舞风改,15,20
120.0,217,衣笠,35,50
,218,衣笠改,35,60
121.0,219,千岁航改二,45,40
122.0,220,千代田航改二,45,40
123.0,221,伊19,10,20
,222,伊19改,10,25
124.0,223,铃谷,40,65
125.0,224,熊野,40,65
126.0,225,伊168,10,20
,226,伊168改,10,20
127.0,227,伊58,10,20
,228,伊58改,10,25
128.0,229,伊8,10,20
,230,伊8改,10,25
129.0,231,铃谷改,50,55
130.0,232,熊野改,50,55
131.0,233,大和,250,300
132.0,234,秋云,15,20
,235,秋云改,15,20
133.0,236,夕云,15,20
,237,夕云改,15,20
134.0,238,卷云,15,20
,239,卷云改,15,20
135.0,240,长波,15,20
,241,长波改,15,20
136.0,242,大和改,250,325
137.0,243,阿贺野,30,35
,244,阿贺野改,30,40
138.0,245,能代,30,35
,246,能代改,30,40
139.0,247,矢矧,30,35
,248,矢矧改,30,40
140.0,249,酒匂,30,35
,250,酒匂改,30,40
141.0,251,五十铃改二,25,30
142.0,252,衣笠改二,35,65
143.0,253,武藏,250,300
144.0,254,夕立改二,15,20
145.0,255,时雨改二,15,20
146.0,256,木曾改二,25,50
147.0,257,信赖,15,25
148.0,258,武藏改,250,325
149.0,259,金刚改二,100,125
150.0,260,比睿改二,100,125
151.0,261,榛名改二,100,125
152.0,262,雾岛改二,100,125
153.0,263,大凤,70,65
154.0,264,香取,30,15
,265,香取改,35,20
155.0,266,伊401,20,15
,267,伊401改,25,30
156.0,268,大凤改,90,75
157.0,269,龙骧改二,40,45
158.0,270,川内改二,25,35
159.0,271,神通改二,25,35
160.0,272,那珂改二,25,35
161.0,273,秋津丸,40,10
162.0,274,神威,30,10
163.0,275,丸优,10,5
,276,丸优改,10,10
164.0,277,弥生,15,15
,278,弥生改,15,15
165.0,279,卯月,15,15
,280,卯月改,15,15
166.0,281,秋津丸改,45,25
167.0,282,矶风,15,20
,283,矶风改,15,20
168.0,284,浦风,15,20
,285,浦风改,15,20
169.0,286,谷风,15,20
,287,谷风改,15,20
170.0,288,滨风,15,20
,289,滨风改,15,20
171.0,290,俾斯麦,90,110
172.0,291,俾斯麦改,95,115
173.0,292,俾斯麦zwei,105,135
174.0,293,Z1,20,20
,294,Z1改,20,25
175.0,295,Z3,20,20
,296,Z3改,20,25
176.0,297,欧根亲王,50,70
177.0,298,欧根亲王改,55,75
178.0,299,俾斯麦drei,110,155
179.0,300,Z1zwei,20,25
180.0,301,Z3zwei,20,25
181.0,302,天津风,20,20
,303,天津风改,20,20
182.0,304,明石,50,10
183.0,305,大淀,35,30
,306,大淀改,35,35
184.0,307,大鲸,35,10
185.0,308,龙凤,35,35
186.0,309,时津风,15,20
,310,时津风改,15,20
187.0,311,明石改,55,15
188.0,312,利根改二,50,65
189.0,313,筑摩改二,50,65
190.0,314,龙凤改,35,40
191.0,315,妙高改二,45,75
192.0,316,那智改二,45,75
193.0,317,足柄改二,45,75
194.0,318,羽黑改二,45,75
195.0,319,绫波改二,15,20
196.0,320,飞龙改二,70,75
197.0,321,苍龙改二,70,75
198.0,322,霰改二,15,20
199.0,323,大潮改二,15,20
200.0,324,阿武隈改二,25,35
201.0,325,云龙,50,45
202.0,326,天城,50,45
203.0,327,葛城,50,45
204.0,328,初春改二,15,20
205.0,329,春雨,15,20
,330,春雨改,15,20
206.0,331,云龙改,50,55
207.0,332,潮改二,15,20
208.0,333,隼鹰改二,45,50
209.0,334,早霜,15,20
,335,早霜改,15,20
210.0,336,清霜,15,20
,337,清霜改,15,20
211.0,338,扶桑改二,105,140
212.0,339,山城改二,105,140
213.0,340,朝云,15,20
,341,朝云改,15,20
214.0,342,山云,15,20
,343,山云改,15,20
215.0,344,野分,15,20
,345,野分改,15,20
216.0,346,古鹰改二,35,65
217.0,347,加古改二,35,65
218.0,348,皋月改二,15,15
219.0,349,初霜改二,15,20
220.0,350,丛云改二,15,20
221.0,351,秋月,20,25
,352,秋月改,20,25
222.0,353,照月,20,25
,354,照月改,20,25
223.0,355,初月,20,25
,356,初月改,20,25
224.0,357,高波,15,20
,358,高波改,15,20
225.0,359,朝霜,15,20
,360,朝霜改,15,20
226.0,361,吹雪改二,15,20
227.0,362,鸟海改二,45,80
228.0,363,摩耶改二,45,80
229.0,364,天城改,50,55
230.0,365,葛城改,50,55
231.0,366,U-511,10,20
,367,U-511改,10,20
232.0,368,齐柏林伯爵,55,65
,369,齐柏林伯爵改,70,80
233.0,370,萨拉托加,65,70
234.0,371,睦月改二,15,15
235.0,372,如月改二,15,15
236.0,373,吕500,10,20
237.0,374,晓改二,15,20
238.0,375,萨拉托加改,85,90
239.0,376,厌战,90,110
,377,厌战改,90,110
240.0,378,衣阿华,200,250
,379,衣阿华改,200,275
241.0,380,利托里奥,130,150
242.0,381,罗马,130,150
243.0,382,西南风,15,20
,383,西南风改,15,20
244.0,384,天鹰,40,45
,385,天鹰改,45,55
245.0,386,秋津洲,50,10
246.0,387,意大利,140,170
247.0,388,罗马改,140,170
248.0,389,扎拉,45,60
,390,扎拉改,45,65
249.0,391,波拉,45,60
,392,波拉改,45,65
250.0,393,秋津洲改,60,15
251.0,394,瑞穗,35,35
,395,瑞穗改,40,45
252.0,396,冲波,15,20
,397,冲波改,15,20
253.0,398,风云,15,20
,399,风云改,15,20
254.0,400,岚,15,20
,401,岚改,15,20
255.0,402,萩风,15,20
,403,萩风改,15,20
256.0,404,亲潮,15,20
,405,亲潮改,15,20
257.0,406,山风,15,20
,407,山风改,15,20
258.0,408,海风,15,20
,409,海风改,15,20
259.0,410,江风,15,20
,411,江风改,15,20
260.0,412,速吸,100,15
,413,速吸改,120,20
261.0,414,翔鹤改二,90,85
262.0,415,瑞鹤改二,90,85
263.0,416,朝潮改二,15,20
264.0,417,霞改二,15,20
265.0,418,鹿岛,30,15
,419,鹿岛改,35,20
266.0,420,翔鹤改二甲,100,85
267.0,421,瑞鹤改二甲,100,85
268.0,422,朝潮改二丁,15,20
269.0,423,江风改二,15,20
270.0,424,霞改二乙,15,20
271.0,425,神风,15,15
272.0,426,朝风,15,15
,427,朝风改,15,15
273.0,428,春风,15,15
,429,春风改,15,15
274.0,430,松风,15,15
,431,松风改,15,15
275.0,432,旗风,15,15
,433,旗风改,15,15
276.0,434,神风改,15,15
277.0,435,天龙改二,25,25
278.0,436,龙田改二,25,25
279.0,437,天雾,15,20
,438,天雾改,15,20
280.0,439,狭雾,15,20
,440,狭雾改,15,20
281.0,441,水无月,15,15
,442,水无月改,15,15
283.0,443,伊26,10,20
,444,伊26改,10,25
284.0,445,滨波,15,20
,446,滨波改,15,20
285.0,447,藤波,15,20
,448,藤波改,15,20
286.0,449,浦波,15,20
,450,浦波改,15,20
287.0,451,鬼怒改二,25,30
288.0,452,由良改二,25,30
289.0,453,满潮改二,15,20
290.0,454,荒潮改二,15,20
291.0,455,塔斯特司令官,35,40
,456,塔斯特司令官改,40,50
292.0,457,黎塞留,100,125
,458,黎塞留改,100,130
293.0,459,伊400,20,15
,460,伊400改,25,30
294.0,461,伊13,15,15
,462,伊13改,25,25
295.0,463,伊14,15,15
,464,伊14改,25,25
296.0,465,扎拉due,50,80
297.0,466,白露改二,15,20
298.0,467,村雨改二,15,20
299.0,468,神威改,30,15
300.0,469,神威改母,30,20
301.0,470,最上改二,55,60
302.0,471,三隈改二,55,60
303.0,472,铃谷改二,55,60
304.0,473,熊野改二,55,60
306.0,474,最上改二特,55,70
307.0,475,三隈改二特,60,75
308.0,476,铃谷航改二,60,55
309.0,477,熊野航改二,60,55
311.0,478,甘古特,75,100
312.0,479,十月革命,80,105
313.0,480,塔什干,15,30
,481,塔什干改,15,35
314.0,482,谢菲尔德,35,60
,483,谢菲尔德改,40,65
315.0,484,皇家方舟,55,50
,485,皇家方舟改,65,60
316.0,486,甘古特два,85,110
317.0,487,占守,10,10
,488,占守改,10,10
318.0,489,国后,10,10
,490,国后改,10,10
319.0,491,杰维斯,15,25
,492,杰维斯改,15,25
320.0,493,雅努斯,15,25
,494,雅努斯改,15,25
321.0,495,春日丸,25,25
322.0,496,八幡丸,25,25
324.0,497,神鹰,30,25
,498,神鹰改,30,30
325.0,499,路易吉·托雷利,10,20
,500,路易吉·托雷利改,10,15
326.0,501,大鹰,30,25
,502,大鹰改,30,30
327.0,503,岸波,15,20
,504,岸波改,15,20
328.0,505,早波,15,20
,506,早波改,15,20
329.0,507,UIT-25,10,20
330.0,508,伊504,10,20
331.0,509,大鹰改二,35,35
332.0,510,凉月,20,25
333.0,511,冬月,20,25
334.0,512,择捉,10,10
,513,择捉改,10,10
335.0,514,松轮,10,10
,515,松轮改,10,10
336.0,516,神鹰改二,35,35
337.0,517,凉月改,20,25
338.0,518,冬月改,20,25
339.0,519,佐渡,10,10
,520,佐渡改,10,10
340.0,521,对马,10,10
,522,对马改,10,10
341.0,523,长门改二,180,225
342.0,524,夕云改二,15,20
343.0,525,长波改二,15,20
344.0,526,甘比尔湾,25,30
,527,甘比尔湾改,25,35
345.0,528,萨拉托加Mk.II,90,95
346.0,529,武藏改二,275,350
347.0,530,多摩改二,25,30
348.0,531,文月改二,15,15
349.0,532,无畏,75,80
,533,无畏改,90,105
350.0,534,萨拉托加Mk.II Mod.2,100,100
351.0,535,日振,10,10
,536,日振改,10,10
352.0,537,大东,10,10
,538,大东改,10,10
353.0,539,伊势改二,110,145
354.0,540,日向改二,115,140
355.0,541,瑞凤改二,40,45
356.0,542,浦风丁改,15,25
357.0,543,矶风乙改,15,25
358.0,544,滨风乙改,15,25
359.0,545,谷风丁改,15,25
360.0,546,瑞凤改二乙,40,45
361.0,547,塞缪尔·B·罗伯茨,15,20
,548,塞缪尔·B·罗伯茨改,15,20
362.0,549,约翰斯顿,20,20
,550,约翰斯顿改,20,20
363.0,551,卷云改二,15,20
364.0,552,风云改二,15,20
365.0,553,福江,10,10
,554,福江改,10,10
366.0,555,阳炎改二,15,20
367.0,556,不知火改二,15,20
368.0,557,黑潮改二,15,20
369.0,558,冲波改二,15,20
370.0,559,平户,10,10
,560,平户改,10,10
371.0,561,纳尔逊,95,145
372.0,562,罗德尼,95,145
373.0,563,陆奥改二,180,225
374.0,564,哥特兰,30,25
375.0,565,西北风,15,20
376.0,566,纳尔逊改,95,175
377.0,567,罗德尼改,95,175
378.0,568,朝霜改二,15,20
379.0,569,哥特兰改,30,30
380.0,570,西北风改,15,20
381.0,571,日进,40,40
,572,日进改,40,40
382.0,573,夏云,15,20
,574,夏云改,15,20
383.0,575,峰云,15,20
,576,峰云改,15,20
384.0,577,八丈,10,10
,578,八丈改,10,10
385.0,579,石垣,10,10
,580,石垣改,10,10
386.0,581,日进甲,40,45
387.0,582,海风改二,15,20
388.0,583,山风改二,15,20
389.0,584,阿布鲁奇公爵,40,50
,585,阿布鲁奇公爵改,40,55
390.0,586,朱塞佩·加里波第,40,50
,587,朱塞佩·加里波第改,40,55
391.0,588,金刚改二丙,100,160
392.0,589,比睿改二丙,100,160
393.0,590,榛名改二乙,100,160
394.0,591,雾岛改二丙,100,160
395.0,592,休斯顿,40,60
396.0,593,弗莱彻,20,20
,594,弗莱彻改,20,20
397.0,595,亚特兰大,30,50
,596,亚特兰大改,30,60
398.0,597,火奴鲁鲁,35,55
,598,火奴鲁鲁改,35,60
399.0,599,德·鲁伊特,30,35
,600,德·鲁伊特改,30,40
400.0,601,休斯顿改,40,65
401.0,602,科罗拉多,90,130
402.0,603,南达科他,150,190
403.0,604,大黄蜂,60,65
,605,大黄蜂改,70,80
404.0,606,赤城改二,95,90
405.0,607,加贺改二,100,95
406.0,608,科罗拉多改,95,165
407.0,609,南达科他改,160,200
408.0,610,宗谷特务舰,20,10
409.0,611,赤城改二戊,95,85
410.0,612,加贺改二戊,100,95
411.0,613,御藏,10,10
412.0,614,屋代,10,10
413.0,615,珀斯,30,45
414.0,616,东北风,15,20
415.0,617,海伦娜,35,55
416.0,618,御藏改,10,10
417.0,619,屋代改,10,10
418.0,620,珀斯改,30,45
419.0,621,东北风改,15,20
420.0,622,海伦娜改,35,60
421.0,623,神州丸,35,5
422.0,624,夕张改二,30,40
423.0,625,夕张改二特,30,40
424.0,626,夕张改二丁,30,40
425.0,627,秋霜,15,20
,628,秋霜改,15,20
426.0,629,神州丸改,40,20
427.0,630,敷波改二,15,20
428.0,631,弗莱彻改 Mod.2,20,25
429.0,632,弗莱彻Mk.II,25,25
430.0,633,哥特兰andra,30,35
431.0,634,薄云,15,20
,635,薄云改,15,20
432.0,636,有明,15,20
,637,有明改,15,20
433.0,638,夕暮,15,20
,639,夕暮改,15,20
434.0,640,迅鲸,30,10
435.0,641,长鲸,30,10
436.0,642,伊47,10,20
,643,伊47改,10,25
437.0,644,第四号海防舰,10,10
,645,第四号海防舰改,10,10
438.0,646,第三〇号海防舰,10,10
,647,第三〇号海防舰改,10,10
439.0,648,迅鲸改,30,10
440.0,649,长鲸改,30,10
441.0,650,松,15,15
,651,松改,15,15
442.0,652,竹,15,15
,653,竹改,15,15
443.0,654,梅,15,15
,655,梅改,15,15
444.0,656,桃,15,15
,657,桃改,15,15
445.0,658,宗谷灯塔补给,20,5
446.0,659,加贺改二护,105,105
447.0,660,浦波改二,15,20
448.0,661,秋云改二,15,20
449.0,662,高波改二,15,20
450.0,663,宗谷南极观测,25,5
451.0,664,丹阳,15,20
452.0,665,球磨改二,25,35
453.0,666,东南风,15,20
,667,东南风改,15,20
454.0,668,华盛顿,140,190
455.0,669,北安普敦,40,60
456.0,670,雪风改二,15,25
457.0,671,球磨改二丁,25,35
458.0,672,甘比尔湾Mk.II,30,40
459.0,673,华盛顿改,150,195
460.0,674,北安普敦改,40,65
462.0,675,能代改二,35,45
463.0,676,矢矧改二,40,45
465.0,677,曙改二,15,20
466.0,678,矶波改二,15,20
467.0,679,山风改二丁,15,20
468.0,680,矢矧改二乙,45,50
470.0,681,亲潮改二,15,20
471.0,682,卷波,15,20
,683,卷波改,15,20
474.0,684,玉波,15,20
,685,玉波改,15,20
475.0,686,凉波,15,20
,687,凉波改,15,20
477.0,688,加富尔伯爵,70,105
478.0,689,加富尔伯爵改,75,110
479.0,690,加富尔伯爵nuovo,85,115
481.0,691,伊201,15,15
,692,伊201改,20,20
482.0,693,伊203,15,15
483.0,694,龙凤改二戊,40,50
484.0,695,云鹰,30,25
,696,云鹰改,30,30
485.0,697,胜利,65,55
,698,胜利改,75,65
486.0,699,早潮,15,20
,700,早潮改,15,20
487.0,701,伊203改,20,20
488.0,702,龙凤改二,60,60
489.0,703,云鹰改二,35,35
491.0,704,鲑鱼,10,15
492.0,705,鼓鱼,10,20
,706,鼓鱼改,10,20
493.0,707,巫喙鲈,10,20
,708,巫喙鲈改,10,20
494.0,709,凤翔改二,35,40
495.0,710,昭南,10,10
,711,昭南改,10,10
496.0,712,鲑鱼改,10,15
497.0,713,布鲁克林,35,55
,714,布鲁克林改,35,60
498.0,715,第二十二号海防舰,10,10
,716,第二十二号海防舰改,10,10
499.0,717,凤翔改二战,35,40
500.0,718,山汐丸,35,15
,719,山汐丸改,35,15
501.0,720,标枪,15,25
503.0,721,天雾改二,15,20
504.0,722,能美,10,10
505.0,723,仓桥,10,10
506.0,724,标枪改,15,25
508.0,725,天雾改二丁,15,20
509.0,726,能美改,10,10
510.0,727,仓桥改,10,10
511.0,728,大和改二,290,350
513.0,729,马里兰,90,130
515.0,730,早潮改二,15,20
516.0,731,大和改二重,300,400
518.0,732,马里兰改,95,165
520.0,733,塞缪尔·B·罗伯茨Mk.II,15,20
521.0,734,鹈来,10,10
522.0,735,稻木,10,10
,736,稻木改,10,10
523.0,737,塔斯卡卢萨,40,60
524.0,738,内华达,85,120
525.0,739,兰利,35,40
526.0,740,鹈来改,10,10
527.0,741,英勇,90,110
528.0,742,塔斯卡卢萨改,40,65
529.0,743,内华达改,90,150
530.0,744,兰利改,40,45
531.0,745,突击者,50,55
,746,突击者改,65,70
533.0,747,马萨诸塞,150,190
534.0,748,C·卡佩里尼,10,20
,749,C·卡佩里尼改,10,15
535.0,750,让·巴尔,100,125
,751,让·巴尔改,100,130
536.0,752,内华达改 Mod.2,90,150
538.0,753,马萨诸塞改,160,200
539.0,754,UIT-24,10,20
540.0,755,伊503,10,20
541.0,756,海伍德·L·E,20,20
,757,海伍德·L·E改,20,20
542.0,758,理查德·P·利里,0,0
,759,理查德·P·利里改,0,0
543.0,760,熊野丸,40,15
544.0,761,平安丸,30,10
545.0,762,第百一号输送舰,15,5
,763,第百一号输送舰改,15,10
548.0,764,熊野丸改,45,25
549.0,765,平安丸改,30,10
551.0,766,天津风改二,20,20
553.0,767,朝日,35,5
554.0,768,榛名改二丙,100,160
555.0,769,清霜改二,15,20
558.0,770,朝日改,40,5
559.0,771,深雪改二,15,20
560.0,772,清霜改二丁,15,20
561.0,773,时雨改三,15,25
564.0,774,白云,15,20
,775,白云改,15,20
571.0,776,伊36,10,20
572.0,777,伊41,10,20
576.0,778,伊36改,10,25
577.0,779,伊41改,10,25
583.0,780,滨波改二,15,20
587.0,781,初雪改二,15,20
